time,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean
2020-10-11,23.0,14.8,0.0,12.1,80
2020-10-12,23.6,14.3,0.0,9.4,81
2020-10-13,26.6,17.0,0.8,34.9,74
2020-10-14,22.6,16.7,0.1,24.7,75
2020-10-15,23.2,15.4,0.0,9.2,78
2020-10-16,23.2,15.6,0.0,17.4,75
2020-10-17,25.5,17.2,1.9,27.7,68
2020-10-18,19.4,16.7,9.0,24.6,87
2020-10-19,18.5,15.8,0.2,22.4,67
2020-10-20,18.3,14.6,1.1,30.2,74
2020-10-21,20.7,16.2,0.6,32.7,78
2020-10-22,22.7,15.7,0.0,18.1,83
2020-10-23,22.8,14.6,0.0,11.0,88
2020-10-24,21.1,14.4,0.0,10.3,92
2020-10-25,24.7,13.9,0.0,10.0,86
2020-10-26,20.5,14.3,0.0,14.2,88
2020-10-27,22.6,13.7,0.0,19.3,88
2020-10-28,20.8,16.7,1.6,12.5,90
2020-10-29,18.8,14.4,20.3,15.0,90
2020-10-30,18.7,13.0,14.4,18.0,89
2020-10-31,15.1,10.6,1.2,20.1,77
2020-11-01,15.4,9.6,3.0,23.9,71
2020-11-02,15.9,10.0,0.0,8.2,76
2020-11-03,15.8,8.7,2.1,9.7,87
2020-11-04,15.5,11.6,2.7,23.5,88
2020-11-05,16.8,11.3,3.7,28.5,87
2020-11-06,16.6,12.9,2.1,31.1,79
2020-11-07,14.8,11.6,1.0,22.3,80
2020-11-08,17.2,12.7,0.0,26.7,83
2020-11-09,18.6,13.1,0.0,22.8,83
2020-11-10,17.1,13.8,0.2,25.5,82
2020-11-11,16.0,13.1,0.5,27.5,80
2020-11-12,16.4,12.6,0.0,19.9,74
2020-11-13,15.9,11.0,0.4,23.0,83
2020-11-14,14.2,11.9,0.9,18.7,80
2020-11-15,13.8,9.6,0.0,14.1,87
2020-11-16,15.3,7.4,0.0,11.7,87
2020-11-17,16.8,7.5,0.0,16.4,86
2020-11-18,14.1,8.4,1.7,24.2,90
2020-11-19,13.6,10.8,0.4,37.3,73
2020-11-20,13.0,10.4,0.0,27.9,72
2020-11-21,12.2,10.3,0.3,26.5,74
2020-11-22,11.8,7.9,0.2,25.5,79
2020-11-23,13.7,5.7,0.0,14.0,78
2020-11-24,12.8,3.3,0.0,20.2,82
2020-11-25,12.6,10.2,0.4,26.6,65
2020-11-26,14.0,7.6,0.0,22.8,73
2020-11-27,15.2,6.1,0.0,10.6,78
2020-11-28,13.5,5.7,0.0,13.0,81
2020-11-29,14.9,5.1,0.0,11.9,69
2020-11-30,15.0,8.2,0.2,30.4,67
2020-12-01,9.2,6.6,3.6,28.0,84
2020-12-02,7.4,5.8,0.0,15.9,82
2020-12-03,13.8,7.3,0.1,13.5,84
2020-12-04,16.7,4.9,0.0,13.9,86
2020-12-05,16.3,5.8,0.0,14.9,86
2020-12-06,14.6,10.1,0.0,22.8,89
2020-12-07,12.9,9.0,0.4,25.0,86
2020-12-08,13.8,7.4,1.9,24.5,86
2020-12-09,15.3,5.5,0.8,15.9,81
2020-12-10,16.4,11.0,0.0,23.5,62
2020-12-11,14.7,10.5,2.0,28.9,77
2020-12-12,14.6,9.9,2.5,22.7,71
2020-12-13,15.3,11.7,5.1,18.8,82
2020-12-14,14.6,11.9,3.6,29.5,92
2020-12-15,11.9,9.1,15.9,32.1,91
2020-12-16,11.1,8.3,0.1,17.7,88
2020-12-17,12.2,8.1,0.0,18.2,89
2020-12-18,11.6,5.4,0.0,18.2,82
2020-12-19,11.7,5.2,0.0,13.2,86
2020-12-20,11.2,6.2,0.0,18.3,88
2020-12-21,9.2,6.8,0.2,19.4,79
2020-12-22,8.6,4.0,0.2,14.1,81
2020-12-23,8.4,3.1,0.1,11.5,88
2020-12-24,12.3,8.4,0.0,21.8,81
2020-12-25,15.1,9.7,0.0,31.2,71
2020-12-26,16.7,13.4,0.0,29.0,66
2020-12-27,16.9,10.6,0.0,20.6,76
2020-12-28,14.9,11.6,0.1,20.0,67
2020-12-29,16.0,11.9,0.0,29.5,65
2020-12-30,16.2,9.2,0.0,20.3,72
2020-12-31,16.1,9.3,0.4,16.6,73
2021-01-01,13.8,8.4,4.2,25.5,83
2021-01-02,15.9,5.7,0.0,12.2,81
2021-01-03,14.5,8.3,0.2,14.8,74
2021-01-04,15.6,8.8,0.0,17.7,64
2021-01-05,14.8,7.7,1.6,26.1,74
2021-01-06,14.1,7.5,0.0,11.8,78
2021-01-07,15.3,8.5,0.0,25.3,72
2021-01-08,17.0,11.0,0.0,32.3,67
2021-01-09,15.1,9.0,10.5,27.0,80
2021-01-10,9.6,8.8,28.0,22.8,94
2021-01-11,17.9,9.0,1.8,17.8,86
2021-01-12,17.6,9.5,14.5,28.9,86
2021-01-13,9.5,5.7,19.9,23.1,88
2021-01-14,5.8,3.0,1.5,20.4,81
2021-01-15,5.7,0.7,9.3,20.8,81
2021-01-16,5.6,0.4,8.7,27.0,88
2021-01-17,2.0,-1.3,8.1,32.7,84
2021-01-18,1.9,-3.3,0.6,13.4,74
2021-01-19,3.3,-4.8,0.1,9.0,80
2021-01-20,5.8,-2.3,0.0,26.1,70
2021-01-21,10.1,5.6,0.0,23.6,66
2021-01-22,13.2,8.8,0.0,27.2,66
2021-01-23,14.3,9.7,0.0,27.3,67
2021-01-24,13.3,8.7,2.0,34.5,73
2021-01-25,13.4,10.9,5.7,38.2,75
2021-01-26,14.1,10.0,2.4,32.4,76
2021-01-27,13.4,2.0,16.9,34.6,88
2021-01-28,4.6,0.0,2.5,17.4,78
2021-01-29,8.7,0.2,0.0,34.7,66
2021-01-30,10.1,6.1,11.0,26.0,80
2021-01-31,13.2,6.8,0.0,19.0,77
2021-02-01,17.3,9.1,0.1,23.2,61
2021-02-02,15.9,9.2,4.3,17.1,83
2021-02-03,14.4,7.3,0.4,12.3,89
2021-02-04,13.5,6.6,0.0,19.9,90
2021-02-05,14.8,6.7,0.0,10.6,93
2021-02-06,14.2,6.8,0.0,16.4,90
2021-02-07,15.8,7.3,0.0,25.5,80
2021-02-08,20.6,13.1,0.4,37.7,56
2021-02-09,16.7,13.3,3.6,43.8,72
2021-02-10,15.5,11.1,4.1,33.2,78
2021-02-11,17.2,12.2,0.0,29.3,65
2021-02-12,14.2,2.2,14.2,36.1,72
2021-02-13,3.1,-0.2,0.7,24.6,62
2021-02-14,2.2,0.2,19.4,32.4,84
2021-02-15,2.4,1.0,4.8,31.9,82
2021-02-16,1.5,-0.7,1.9,38.1,76
2021-02-17,3.4,-3.5,1.0,27.0,77
2021-02-18,5.0,-1.1,3.6,24.6,82
2021-02-19,4.6,0.1,0.9,17.3,80
2021-02-20,6.6,-1.3,0.0,13.4,72
2021-02-21,9.5,1.0,0.0,19.3,76
2021-02-22,10.7,0.0,0.0,11.6,82
2021-02-23,12.2,1.1,0.0,9.3,79
2021-02-24,8.3,3.9,0.0,20.3,87
2021-02-25,10.0,4.8,0.0,19.1,83
2021-02-26,14.0,3.5,0.0,17.1,82
2021-02-27,11.0,2.4,0.0,10.4,83
2021-02-28,8.7,3.6,0.2,26.6,79
2021-03-01,9.9,5.0,1.9,19.8,82
2021-03-02,7.7,4.6,2.2,26.5,86
2021-03-03,10.1,0.6,0.0,22.2,81
2021-03-04,9.7,0.4,0.0,10.8,81
2021-03-05,14.5,2.4,0.0,20.5,71
2021-03-06,13.1,5.5,13.4,30.7,81
2021-03-07,6.9,2.2,3.5,24.9,76
2021-03-08,8.3,-0.5,0.0,14.3,77
2021-03-09,12.6,2.0,0.0,19.7,80
2021-03-10,14.3,5.4,3.3,22.7,86
2021-03-11,7.9,4.6,9.6,36.7,82
2021-03-12,7.9,2.4,0.0,20.9,70
2021-03-13,11.2,2.5,0.0,11.2,78
2021-03-14,14.4,4.4,0.0,10.4,78
2021-03-15,17.6,7.5,0.1,14.9,70
2021-03-16,11.6,8.0,14.3,39.5,80
2021-03-17,9.0,5.6,3.1,25.8,81
2021-03-18,9.4,4.5,1.6,17.4,81
2021-03-19,9.4,4.2,3.9,11.8,84
2021-03-20,11.3,5.2,2.0,22.7,85
2021-03-21,7.1,6.0,13.4,28.4,89
2021-03-22,13.1,6.0,12.4,25.1,92
2021-03-23,7.0,4.5,5.3,35.8,82
2021-03-24,5.4,2.4,1.9,28.1,76
2021-03-25,6.6,1.6,0.7,19.5,75
2021-03-26,8.7,2.0,0.2,19.4,73
2021-03-27,11.1,3.3,0.0,16.4,75
2021-03-28,13.5,3.2,0.0,14.6,73
2021-03-29,10.8,4.9,0.3,19.4,76
2021-03-30,9.2,2.9,2.4,28.5,81
2021-03-31,10.3,5.3,0.0,36.4,78
2021-04-01,9.9,4.3,0.2,25.9,75
2021-04-02,11.9,2.7,0.0,19.5,83
2021-04-03,18.1,9.3,1.7,24.2,71
2021-04-04,15.8,8.6,2.2,27.5,79
2021-04-05,8.6,5.1,16.8,26.1,88
2021-04-06,19.6,5.6,2.8,16.7,83
2021-04-07,19.5,7.9,1.3,30.8,79
2021-04-08,8.4,4.8,15.2,29.8,87
2021-04-09,9.2,4.2,2.2,26.7,76
2021-04-10,9.8,2.5,0.8,23.8,74
2021-04-11,11.5,1.6,0.0,18.7,75
2021-04-12,11.7,6.2,0.0,15.9,71
2021-04-13,16.8,5.6,1.5,12.1,68
2021-04-14,18.5,9.9,2.4,23.6,74
2021-04-15,13.9,8.5,0.8,23.3,83
2021-04-16,13.5,8.0,0.5,20.9,78
2021-04-17,13.1,8.7,4.6,31.3,83
2021-04-18,18.4,9.3,0.4,16.5,88
2021-04-19,14.1,9.2,6.7,19.7,91
2021-04-20,14.7,9.5,1.5,25.0,84
2021-04-21,16.9,7.3,0.0,11.5,81
2021-04-22,16.7,8.1,0.0,11.5,81
2021-04-23,18.6,9.5,0.1,13.9,72
2021-04-24,15.6,10.9,1.5,25.2,86
2021-04-25,12.7,10.2,4.0,30.7,83
2021-04-26,15.4,8.9,0.0,19.0,74
2021-04-27,17.6,6.6,0.2,10.4,71
2021-04-28,20.7,10.0,0.0,16.7,76
2021-04-29,19.9,10.7,0.7,19.7,84
2021-04-30,20.8,10.4,0.0,11.8,81
2021-05-01,24.7,13.4,0.0,12.7,74
2021-05-02,27.0,16.4,0.0,20.9,66
2021-05-03,25.5,15.4,0.0,18.7,65
2021-05-04,21.6,13.7,0.0,24.2,76
2021-05-05,22.6,12.5,0.1,19.1,71
2021-05-06,20.5,12.7,0.0,18.1,79
2021-05-07,26.0,13.3,0.0,13.6,67
2021-05-08,22.4,13.7,6.0,25.4,76
2021-05-09,17.1,11.2,0.0,26.0,68
2021-05-10,16.6,10.1,0.0,29.3,67
2021-05-11,17.7,10.1,0.0,27.8,66
2021-05-12,21.0,9.5,0.0,17.4,65
2021-05-13,24.5,9.1,0.0,16.6,63
2021-05-14,25.9,12.8,0.0,20.6,64
2021-05-15,25.7,13.7,0.0,12.3,62
2021-05-16,21.5,14.4,4.5,14.6,74
2021-05-17,21.5,14.5,0.1,20.7,77
2021-05-18,23.4,15.4,3.3,25.6,74
2021-05-19,25.4,14.9,0.0,13.4,63
2021-05-20,25.8,15.4,0.0,27.7,63
2021-05-21,16.7,13.9,29.1,34.2,87
2021-05-22,20.3,13.7,2.9,20.2,80
2021-05-23,22.0,11.8,0.0,11.4,73
2021-05-24,25.7,13.6,0.0,20.0,71
2021-05-25,23.2,15.0,0.0,26.3,74
2021-05-26,22.4,14.3,0.0,31.6,80
2021-05-27,22.0,15.3,0.2,27.2,81
2021-05-28,22.4,15.2,0.3,17.1,78
2021-05-29,20.2,15.2,3.6,11.1,84
2021-05-30,24.1,16.3,0.5,21.7,78
2021-05-31,20.7,16.2,0.8,17.5,79
2021-06-01,17.8,14.3,16.0,28.9,83
2021-06-02,16.1,12.4,7.6,17.8,82
2021-06-03,18.5,12.7,0.7,19.9,80
2021-06-04,21.3,12.6,0.3,11.6,78
2021-06-05,22.0,13.0,0.4,8.8,79
2021-06-06,22.9,13.1,0.0,13.2,72
2021-06-07,25.4,15.5,0.0,14.5,69
2021-06-08,24.2,17.0,0.0,15.7,72
2021-06-09,25.0,15.8,0.0,18.0,76
2021-06-10,25.5,17.0,0.0,20.4,80
2021-06-11,25.9,18.7,0.1,20.5,78
2021-06-12,26.1,18.7,0.0,18.4,77
2021-06-13,24.9,17.2,3.4,15.7,79
2021-06-14,20.1,14.9,4.5,22.3,80
2021-06-15,19.1,14.0,6.8,13.2,85
2021-06-16,20.6,16.8,13.6,22.4,84
2021-06-17,22.7,15.6,2.2,14.0,87
2021-06-18,23.5,16.5,7.4,17.8,90
2021-06-19,22.6,17.9,30.0,24.8,90
2021-06-20,23.8,16.8,1.0,17.1,89
2021-06-21,23.8,18.3,0.2,17.9,84
2021-06-22,25.4,17.3,0.0,12.4,88
2021-06-23,26.0,19.1,1.0,11.0,84
2021-06-24,27.6,19.0,0.1,10.9,87
2021-06-25,28.8,20.4,0.0,13.7,85
2021-06-26,28.8,21.6,0.0,11.2,80
2021-06-27,28.6,20.5,0.6,17.1,82
2021-06-28,28.6,21.7,0.0,21.9,81
2021-06-29,29.7,21.6,0.0,20.6,77
2021-06-30,31.3,20.7,0.0,18.7,74
2021-07-01,32.7,19.1,0.0,13.2,68
2021-07-02,27.9,22.2,0.0,27.7,79
2021-07-03,25.4,19.8,14.2,21.1,82
2021-07-04,24.6,18.8,8.8,10.6,77
2021-07-05,26.4,20.9,0.2,16.3,77
2021-07-06,23.6,19.9,39.3,27.6,90
2021-07-07,25.7,21.4,6.0,20.5,89
2021-07-08,25.3,21.6,2.8,24.1,87
2021-07-09,27.2,21.6,0.9,26.3,80
2021-07-10,27.5,21.1,0.0,25.6,80
2021-07-11,28.0,21.9,0.0,22.3,84
2021-07-12,28.8,21.0,0.0,20.0,84
2021-07-13,29.2,21.6,0.0,21.9,80
2021-07-14,27.9,22.1,0.0,22.4,81
2021-07-15,29.5,22.8,0.0,24.5,78
2021-07-16,29.7,22.5,0.0,25.3,79
2021-07-17,30.5,23.5,0.0,18.3,83
2021-07-18,31.0,23.9,0.0,27.3,80
2021-07-19,29.5,23.9,0.1,14.1,84
2021-07-20,30.5,23.4,0.2,19.2,75
2021-07-21,28.6,21.9,0.7,20.5,74
2021-07-22,25.6,22.0,0.3,27.7,70
2021-07-23,26.8,21.2,0.2,25.2,63
2021-07-24,26.0,20.9,0.2,28.1,64
2021-07-25,27.8,21.3,0.0,26.2,67
2021-07-26,28.4,21.7,0.0,23.7,73
2021-07-27,29.6,19.4,0.0,23.3,77
2021-07-28,32.4,22.5,0.0,24.5,73
2021-07-29,33.2,22.0,0.0,23.3,66
2021-07-30,34.6,20.4,0.0,18.7,58
2021-07-31,34.7,22.2,0.0,20.5,57
2021-08-01,33.5,23.6,0.0,19.6,69
2021-08-02,35.3,20.2,0.0,11.3,56
2021-08-03,35.7,22.8,0.0,25.6,62
2021-08-04,33.3,24.0,0.0,21.9,78
2021-08-05,36.3,23.4,0.0,18.6,66
2021-08-06,37.1,23.4,0.0,28.1,52
2021-08-07,26.8,21.9,7.8,31.4,77
2021-08-08,28.1,20.6,0.0,22.9,66
2021-08-09,29.4,18.2,0.0,16.2,70
2021-08-10,31.1,17.8,0.0,14.2,70
2021-08-11,29.9,21.1,2.3,17.9,79
2021-08-12,30.0,20.9,0.0,26.3,73
2021-08-13,27.8,22.3,0.5,26.4,68
2021-08-14,27.4,21.7,0.0,26.5,57
2021-08-15,27.5,20.4,0.0,24.2,64
2021-08-16,28.9,18.8,0.0,23.0,70
2021-08-17,30.0,20.4,0.0,23.2,75
2021-08-18,30.0,21.6,0.0,23.7,76
2021-08-19,28.0,21.2,1.0,28.0,79
2021-08-20,27.0,20.0,0.0,23.4,61
2021-08-21,27.9,18.0,0.0,27.3,64
2021-08-22,27.2,21.7,0.0,28.4,65
2021-08-23,28.5,22.1,0.0,29.5,69
2021-08-24,29.0,21.4,0.0,27.7,72
2021-08-25,29.7,22.0,0.0,21.6,77
2021-08-26,30.3,19.9,0.0,11.7,77
2021-08-27,34.4,21.2,0.0,14.3,66
2021-08-28,31.9,22.6,0.0,26.9,74
2021-08-29,29.8,23.1,0.0,17.0,78
2021-08-30,27.8,21.1,0.6,23.9,84
2021-08-31,27.9,22.1,0.0,22.4,70
2021-09-01,28.9,20.8,0.0,22.6,68
2021-09-02,24.7,19.0,1.0,19.6,61
2021-09-03,23.9,18.0,0.2,25.7,61
2021-09-04,25.1,14.5,0.0,22.6,64
2021-09-05,25.8,18.5,0.0,30.2,59
2021-09-06,23.6,20.0,1.0,39.2,63
2021-09-07,24.0,19.5,0.0,38.8,54
2021-09-08,25.0,19.2,0.0,35.6,58
2021-09-09,25.6,18.9,0.0,29.4,64
2021-09-10,21.6,16.7,8.8,18.8,81
2021-09-11,24.0,15.9,0.4,9.6,75
2021-09-12,25.8,13.2,0.0,19.8,77
2021-09-13,24.7,16.4,0.0,22.8,80
2021-09-14,25.5,17.0,0.0,23.1,79
2021-09-15,25.0,18.9,0.2,18.2,82
2021-09-16,25.8,19.0,0.3,17.9,78
2021-09-17,26.3,15.1,0.0,13.0,64
2021-09-18,28.9,19.1,1.2,16.6,61
2021-09-19,27.1,18.2,4.7,11.7,74
2021-09-20,29.9,18.7,0.0,13.5,70
2021-09-21,22.2,17.3,0.1,25.9,75
2021-09-22,20.1,15.2,0.7,16.1,67
2021-09-23,15.3,13.1,10.4,26.2,80
2021-09-24,18.7,11.7,0.0,15.1,69
2021-09-25,22.6,16.0,0.5,16.9,77
2021-09-26,24.5,13.9,0.0,19.1,69
2021-09-27,23.4,15.5,0.0,21.9,76
2021-09-28,21.4,16.4,0.0,24.0,75
2021-09-29,19.8,16.0,0.4,27.6,73
2021-09-30,19.2,15.7,0.0,28.8,70
2021-10-01,18.4,14.3,1.3,28.2,75
2021-10-02,17.1,14.4,1.4,26.3,77
2021-10-03,19.0,13.0,0.1,20.8,71
2021-10-04,20.0,13.7,0.0,21.4,75
2021-10-05,19.0,14.2,0.0,23.0,72
2021-10-06,19.7,13.1,0.4,18.2,75
2021-10-07,20.1,13.6,0.0,27.6,77
2021-10-08,20.3,13.6,0.2,32.3,79
2021-10-09,19.6,16.1,5.4,21.4,86
2021-10-10,18.7,16.0,0.2,27.5,84
2021-10-11,23.3,15.6,0.0,19.7,82
2021-10-12,23.9,15.2,2.1,20.6,81
2021-10-13,15.3,12.8,8.8,22.2,84
2021-10-14,20.8,12.5,0.0,23.0,80
2021-10-15,22.5,15.4,0.0,19.5,87
2021-10-16,21.2,15.4,5.2,22.2,77
2021-10-17,16.6,13.9,6.6,23.4,88
2021-10-18,16.2,13.1,0.6,20.0,83
2021-10-19,17.4,12.4,0.0,19.8,79
2021-10-20,17.5,11.6,0.0,19.6,77
2021-10-21,17.2,8.9,0.0,11.0,84
2021-10-22,18.8,12.8,0.0,17.1,81
2021-10-23,19.2,12.2,0.0,18.1,81
2021-10-24,15.7,11.7,5.6,27.6,88
2021-10-25,14.5,10.9,0.0,26.7,60
2021-10-26,16.1,10.1,0.0,23.2,71
2021-10-27,17.1,10.4,0.1,27.4,81
2021-10-28,16.0,12.1,0.0,22.7,70
2021-10-29,16.1,12.0,0.0,27.2,69
2021-10-30,17.6,13.0,0.0,27.3,77
2021-10-31,18.6,11.6,0.9,20.8,84
2021-11-01,16.3,12.3,7.0,12.5,92
2021-11-02,17.1,11.7,7.1,9.9,91
2021-11-03,19.5,14.0,1.5,17.9,88
2021-11-04,21.1,13.7,0.0,10.1,78
2021-11-05,19.1,12.3,0.0,12.5,91
2021-11-06,20.6,12.5,0.0,24.4,95
2021-11-07,19.0,13.3,0.0,19.9,89
2021-11-08,20.0,11.7,0.0,12.5,93
2021-11-09,18.0,11.9,4.5,34.5,87
2021-11-10,12.0,10.3,2.7,29.4,69
2021-11-11,13.2,8.9,0.0,26.4,65
2021-11-12,15.2,7.0,0.0,18.2,77
2021-11-13,14.7,4.8,0.0,12.5,78
2021-11-14,16.5,5.4,0.0,14.8,82
2021-11-15,15.7,10.0,0.0,20.3,84
2021-11-16,14.7,10.4,0.0,32.0,76
2021-11-17,13.6,9.8,0.0,20.6,72
2021-11-18,13.4,9.4,0.0,10.2,73
2021-11-19,12.1,8.7,0.6,18.7,79
2021-11-20,12.8,5.0,0.0,10.1,80
2021-11-21,15.6,5.5,0.0,10.4,81
2021-11-22,15.5,7.0,0.0,21.0,78
2021-11-23,14.2,12.0,16.1,25.3,82
2021-11-24,11.6,9.4,0.6,27.5,75
2021-11-25,12.9,7.8,0.0,19.8,71
2021-11-26,14.8,5.0,1.4,16.1,81
2021-11-27,18.3,13.7,9.4,36.7,77
2021-11-28,17.3,13.2,5.3,39.0,77
2021-11-29,21.7,11.7,11.9,55.7,66
2021-11-30,14.9,6.7,10.7,42.5,76
2021-12-01,10.7,4.3,0.0,27.9,70
2021-12-02,13.8,9.5,0.0,32.5,68
2021-12-03,17.1,12.5,0.0,35.8,70
2021-12-04,15.3,10.8,6.4,28.5,84
2021-12-05,15.1,10.0,0.2,12.0,90
2021-12-06,17.5,10.8,0.0,15.0,81
2021-12-07,16.9,10.5,4.1,21.1,80
2021-12-08,11.4,8.6,2.0,18.4,88
2021-12-09,13.5,7.1,0.2,25.1,82
2021-12-10,16.8,10.3,6.5,34.6,70
2021-12-11,17.2,11.9,0.1,35.4,70
2021-12-12,15.8,11.4,12.7,23.3,76
2021-12-13,13.6,9.8,13.9,20.6,89
2021-12-14,12.7,8.7,10.2,33.7,88
2021-12-15,8.7,5.0,9.3,33.0,87
2021-12-16,6.1,4.4,6.3,20.0,87
2021-12-17,6.4,4.6,7.1,17.9,91
2021-12-18,5.7,4.3,3.2,26.4,85
2021-12-19,7.0,-0.0,2.2,30.1,80
2021-12-20,7.9,-0.2,1.2,24.5,81
2021-12-21,6.1,-0.7,0.1,18.8,78
2021-12-22,4.0,-1.8,0.0,9.7,80
2021-12-23,3.7,-0.8,0.8,11.0,86
2021-12-24,8.1,-1.6,0.0,33.2,73
2021-12-25,12.1,7.3,0.0,35.2,66
2021-12-26,14.0,10.7,0.0,31.6,71
2021-12-27,15.4,12.2,0.0,27.5,67
2021-12-28,15.4,10.9,0.0,28.0,65
2021-12-29,13.9,9.6,4.5,18.1,78
2021-12-30,16.5,9.2,2.2,30.1,82
2021-12-31,10.1,5.1,0.0,29.8,86
2022-01-01,9.4,5.5,1.8,16.6,94
2022-01-02,11.8,5.2,0.9,21.0,91
2022-01-03,11.4,4.2,0.0,22.9,85
2022-01-04,12.6,7.6,0.0,15.7,84
2022-01-05,15.1,10.6,0.0,33.3,73
2022-01-06,16.3,12.5,0.0,33.9,74
2022-01-07,12.8,9.1,0.7,23.2,89
2022-01-08,13.4,7.9,0.7,21.3,93
2022-01-09,15.1,7.6,0.1,12.6,89
2022-01-10,12.9,8.2,0.2,16.5,91
2022-01-11,10.3,7.0,2.3,39.3,93
2022-01-12,6.8,2.0,18.4,43.4,85
2022-01-13,2.2,0.5,0.2,29.8,66
2022-01-14,4.3,-0.3,0.0,17.2,76
2022-01-15,8.1,0.7,0.1,25.6,73
2022-01-16,6.2,-0.9,0.3,18.5,71
2022-01-17,8.0,-1.5,0.5,29.6,69
2022-01-18,7.0,-0.1,6.7,29.8,67
2022-01-19,3.3,-0.9,1.3,28.0,64
2022-01-20,7.6,-0.3,0.0,32.7,62
2022-01-21,9.7,1.6,30.5,29.5,82
2022-01-22,2.7,-1.9,3.8,15.1,76
2022-01-23,2.6,-1.5,3.0,30.7,76
2022-01-24,3.3,-1.6,4.6,33.4,79
2022-01-25,1.5,-1.7,3.7,31.2,77
2022-01-26,2.4,-1.6,0.2,18.1,76
2022-01-27,4.9,-0.6,0.7,11.1,76
2022-01-28,6.7,-0.9,0.1,25.9,72
2022-01-29,7.4,2.0,0.2,17.7,82
2022-01-30,6.7,-1.5,0.0,17.5,86
2022-01-31,7.8,-0.3,0.2,17.6,78
2022-02-01,9.4,2.9,2.0,20.9,69
2022-02-02,11.0,5.0,16.4,22.0,85
2022-02-03,5.8,2.4,19.3,28.6,91
2022-02-04,5.9,-0.2,0.0,20.4,72
2022-02-05,7.1,-0.4,0.0,20.2,76
2022-02-06,10.7,2.6,0.0,12.7,84
2022-02-07,12.7,3.2,7.2,34.3,70
2022-02-08,10.4,4.4,54.9,40.5,90
2022-02-09,6.5,2.8,4.6,34.5,73
2022-02-10,9.1,1.4,0.0,18.2,79
2022-02-11,9.3,0.2,0.0,12.2,80
2022-02-12,12.3,2.3,0.0,24.6,83
2022-02-13,8.4,5.9,0.0,29.6,79
2022-02-14,7.3,3.5,0.0,17.1,80
2022-02-15,8.5,0.2,0.0,11.2,85
2022-02-16,12.4,1.5,0.0,11.0,74
2022-02-17,13.2,4.5,0.0,16.5,66
2022-02-18,10.5,4.0,4.9,24.0,84
2022-02-19,10.4,0.9,0.0,10.9,85
2022-02-20,11.9,4.0,0.0,10.8,72
2022-02-21,14.8,5.6,0.0,11.2,77
2022-02-22,16.9,8.0,0.7,16.2,77
2022-02-23,10.4,7.7,13.2,24.3,94
2022-02-24,7.5,5.2,14.6,32.6,87
2022-02-25,7.4,5.8,5.8,35.5,83
2022-02-26,11.4,4.0,0.0,18.8,79
2022-02-27,10.2,5.9,2.4,28.6,81
2022-02-28,7.4,3.8,2.4,26.6,87
2022-03-01,4.6,1.3,0.9,20.9,80
2022-03-02,5.3,0.6,0.2,20.5,75
2022-03-03,6.2,2.6,1.4,22.5,77
2022-03-04,8.5,2.5,0.8,15.5,69
2022-03-05,9.8,1.3,0.3,22.1,77
2022-03-06,9.3,5.8,1.0,33.0,81
2022-03-07,6.9,5.0,3.5,19.8,87
2022-03-08,6.1,3.3,3.6,24.8,87
2022-03-09,5.2,1.9,0.8,26.3,75
2022-03-10,3.9,-0.2,1.7,35.1,76
2022-03-11,1.4,-1.7,3.2,35.4,73
2022-03-12,0.8,-3.3,5.5,26.1,76
2022-03-13,2.6,-3.5,1.3,18.7,81
2022-03-14,5.4,-6.4,0.2,15.8,85
2022-03-15,7.5,0.3,0.0,15.0,78
2022-03-16,9.2,1.2,0.0,13.1,76
2022-03-17,8.1,1.8,2.9,33.7,78
2022-03-18,4.0,-0.3,2.2,35.4,68
2022-03-19,4.0,-0.8,3.6,28.2,71
2022-03-20,6.4,0.9,0.3,31.9,66
2022-03-21,7.0,2.5,0.1,30.3,61
2022-03-22,7.9,1.5,0.4,20.2,75
2022-03-23,8.3,3.2,0.9,29.0,78
2022-03-24,11.0,2.2,0.0,16.4,72
2022-03-25,12.1,3.9,0.1,17.0,72
2022-03-26,10.2,2.9,3.2,15.8,82
2022-03-27,13.7,2.2,0.0,21.7,76
2022-03-28,16.7,5.6,0.0,10.4,71
2022-03-29,17.6,6.5,0.0,18.8,70
2022-03-30,17.7,6.6,0.0,20.1,74
2022-03-31,18.6,8.1,0.0,25.4,67
2022-04-01,22.4,10.9,0.4,28.4,57
2022-04-02,19.5,14.7,0.0,36.0,54
2022-04-03,15.2,10.7,8.1,38.1,68
2022-04-04,12.0,7.5,2.1,21.3,72
2022-04-05,11.7,7.5,12.8,13.1,90
2022-04-06,17.6,5.4,0.0,17.8,73
2022-04-07,21.5,4.7,4.8,24.3,78
2022-04-08,16.7,8.5,0.2,23.3,82
2022-04-09,22.1,9.0,0.0,13.9,69
2022-04-10,22.2,11.5,0.0,19.6,70
2022-04-11,11.5,7.3,12.5,30.8,88
2022-04-12,11.5,5.1,2.1,12.0,78
2022-04-13,12.0,6.4,0.1,14.1,68
2022-04-14,15.9,5.6,0.0,12.2,69
2022-04-15,19.6,6.4,0.0,16.3,68
2022-04-16,20.3,7.9,0.0,12.0,71
2022-04-17,14.1,9.1,7.9,33.5,81
2022-04-18,9.3,7.4,7.9,32.4,89
2022-04-19,8.3,7.0,3.7,21.6,82
