trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean
2015-08-06,24,63,57.85811577752553,29.7,24.4,0.5,22.9,79
2015-08-07,2,49,23.770491803278688,29.8,24.8,0.0,35.2,72
2015-08-11,11,62,38.60126582278481,28.1,22.4,0.0,10.2,77
2015-08-12,1,63,29.715277777777775,29.2,22.5,0.0,9.8,78
2015-08-13,2,56,28.55749128919861,29.3,23.6,0.0,13.8,74
2015-08-14,2,69,32.3,30.9,24.1,0.0,17.4,73
2015-08-15,1,47,24.184027777777775,30.5,23.8,0.0,17.0,73
2015-08-16,1,29,10.590277777777777,30.1,23.2,0.0,14.8,73
2015-08-17,1,58,25.745644599303134,30.7,23.9,0.0,15.9,72
2015-08-18,1,65,31.427083333333332,28.3,23.5,0.1,13.7,78
2015-08-19,2,67,32.291666666666664,29.4,24.3,0.2,23.5,73
2015-08-20,2,67,32.03125,29.8,23.9,0.0,26.8,69
2015-08-21,2,76,35.65972222222222,27.9,24.1,1.8,28.6,74
2015-08-22,1,54,28.100694444444443,26.5,23.3,0.7,30.3,71
2015-08-23,2,36,17.381944444444443,24.9,22.2,2.0,25.8,73
2015-08-24,1,63,29.533101045296167,26.4,21.9,0.2,25.6,67
2015-08-25,1,74,35.20833333333333,28.3,21.7,0.0,25.3,66
2015-08-26,1,74,35.19444444444444,26.9,21.7,0.0,25.0,63
2015-08-27,1,78,38.00699300699301,27.6,21.7,0.0,27.4,59
2015-08-28,1,78,36.826388888888886,28.5,21.2,0.0,26.7,61
2015-08-29,1,65,33.50694444444444,29.7,21.9,0.0,22.9,62
2015-08-30,1,36,16.850694444444443,29.9,21.5,0.0,25.0,68
2015-08-31,1,65,31.260416666666664,28.6,22.1,0.0,26.5,69
2015-09-01,2,72,37.260416666666664,30.7,21.7,0.0,22.2,62
2015-09-02,4,76,39.75347222222222,28.5,21.1,0.0,14.5,79
2015-09-03,4,72,39.97212543554007,28.5,21.5,0.0,16.5,82
2015-09-04,4,81,37.53310104529617,28.1,22.8,0.0,12.4,78
2015-09-05,1,62,31.45486111111111,29.0,20.4,0.0,8.9,77
2015-09-06,1,40,18.427083333333332,32.1,22.1,0.0,18.6,61
2015-09-07,1,65,32.0625,26.5,23.1,0.0,27.5,63
2015-09-08,4,69,33.88850174216028,25.3,21.2,1.3,28.9,69
2015-09-09,2,67,36.638888888888886,25.5,21.3,0.0,27.4,60
2015-09-10,4,72,36.55902777777778,27.4,21.8,0.0,25.3,69
2015-09-11,2,81,38.44097222222222,27.3,21.7,0.0,18.4,83
2015-09-12,1,78,36.986111111111114,23.6,20.3,10.7,24.3,87
2015-09-13,1,47,20.315972222222225,24.0,20.4,5.7,25.8,81
2015-09-14,1,67,29.940520446096652,23.5,20.4,0.0,26.3,77
2015-09-15,1,71,33.81954887218045,24.1,20.1,0.0,21.4,71
2015-09-16,4,72,37.45296167247386,24.6,20.1,0.0,21.6,76
2015-09-17,1,81,39.05226480836237,25.5,20.4,0.0,24.3,77
2015-09-18,4,76,38.167247386759584,25.6,19.8,0.0,25.5,72
2015-09-19,1,53,26.003484320557487,25.3,20.9,0.0,24.7,70
2015-09-20,1,26,9.314685314685313,24.7,20.1,0.0,13.2,79
2015-09-21,1,51,21.445993031358885,25.5,18.7,0.0,17.7,79
2015-09-22,1,49,20.729166666666664,25.4,20.4,0.5,23.4,77
2015-09-23,1,29,7.73170731707317,25.4,21.0,0.9,16.9,80
2015-09-24,1,36,12.611111111111112,23.8,21.1,2.4,19.1,80
2015-09-25,1,60,22.67361111111111,26.5,20.9,0.0,10.8,68
2015-09-26,1,49,22.806338028169012,27.0,18.7,0.0,17.8,80
2015-09-27,1,31,11.843205574912892,26.0,22.0,0.1,18.3,84
2015-09-28,1,74,25.278745644599304,24.4,21.0,5.3,19.4,87
2015-09-29,2,78,39.93728222996516,21.9,17.0,35.1,38.5,90
2015-09-30,8,72,41.47038327526133,17.3,16.5,18.6,34.3,83
2015-10-01,1,65,29.05574912891986,18.6,16.8,3.8,28.6,74
2015-10-02,1,67,32.589473684210525,19.2,16.8,3.8,22.3,78
2015-10-03,1,60,29.16724738675958,21.6,17.5,0.1,19.0,78
2015-10-04,1,47,19.100694444444443,22.0,17.6,0.0,17.9,80
2015-10-05,1,65,26.552083333333332,21.8,17.8,0.0,10.6,86
2015-10-06,1,69,35.59027777777778,19.3,16.4,8.9,17.8,89
2015-10-07,1,69,31.766550522648085,19.6,15.6,1.7,11.9,87
2015-10-08,1,71,35.188153310104525,19.1,16.4,0.2,25.1,87
2015-10-09,1,72,31.127659574468083,19.4,15.7,0.0,24.5,71
2015-10-10,1,72,31.003472222222225,20.8,15.3,0.0,19.7,71
2015-10-11,1,67,23.5,21.8,17.0,7.0,19.3,83
2015-10-12,2,71,31.090909090909086,23.1,17.2,6.3,18.7,84
2015-10-13,4,72,36.36585365853659,16.6,14.2,4.7,19.8,83
2015-10-14,1,69,33.50694444444444,18.3,14.9,0.7,24.0,76
2015-10-15,1,72,33.32517482517483,17.9,15.0,0.0,27.9,73
2015-10-16,1,78,34.010416666666664,19.0,14.9,0.0,27.4,74
2015-10-17,1,69,32.16724738675958,19.2,16.3,1.3,20.3,84
2015-10-18,1,53,19.680555555555557,19.0,15.3,0.0,13.2,83
2015-10-19,1,65,29.9874213836478,19.6,15.3,0.0,11.0,85
2015-10-20,1,69,31.748251748251747,19.9,14.7,0.0,11.6,90
2015-10-21,1,74,37.98790322580645,18.0,14.5,12.4,23.8,92
2015-10-22,4,83,37.700729927007295,18.2,14.9,17.0,20.4,89
2015-10-23,4,90,42.07407407407408,18.1,14.8,32.9,37.8,93
2015-10-24,6,74,36.931899641577054,14.6,13.1,8.1,33.3,81
2015-10-25,1,44,20.31390134529148,15.6,12.6,0.0,21.2,74
2015-10-26,1,65,27.93501805054152,16.8,12.7,0.0,21.5,72
2015-10-27,1,72,34.37455830388692,16.0,12.9,0.0,26.2,70
2015-10-28,1,69,34.35191637630662,14.5,11.5,0.0,28.6,62
2015-10-29,1,35,13.055555555555555,15.4,12.4,0.0,29.0,65
2015-10-30,1,65,24.190972222222225,15.5,12.8,0.0,31.3,71
2015-10-31,1,58,25.18815331010453,14.6,12.6,0.0,37.1,65
2015-11-01,1,36,8.475694444444445,13.5,11.8,0.0,37.2,66
2015-11-02,1,72,29.393728222996515,14.1,11.2,0.0,27.5,70
2015-11-03,1,71,32.24390243902439,15.3,10.4,0.0,13.6,76
2015-11-04,1,74,34.459649122807015,15.8,11.1,0.0,17.3,79
2015-11-05,1,74,33.282229965156795,15.2,11.4,0.0,14.8,85
2015-11-06,1,72,30.67013888888889,14.3,11.9,0.0,18.1,81
2015-11-07,1,69,30.094076655052262,13.9,12.2,0.0,18.6,75
2015-11-08,1,51,16.537931034482757,13.7,10.7,0.0,12.9,78
2015-11-09,1,71,26.574912891986063,16.3,9.7,0.0,22.0,84
2015-11-10,1,72,29.802973977695167,16.0,11.4,0.0,15.5,80
2015-11-11,1,74,32.94444444444444,17.8,14.0,0.0,18.6,82
2015-11-12,1,72,33.27816901408451,17.4,13.1,0.0,10.8,86
2015-11-13,2,80,33.870629370629366,16.6,11.3,0.0,16.5,90
2015-11-14,1,78,32.58680555555556,16.0,12.5,0.0,14.8,91
2015-11-15,1,56,22.240418118466895,15.2,10.4,0.0,14.6,82
2015-11-16,1,65,25.48771929824561,14.7,9.2,0.0,20.7,84
2015-11-17,1,85,36.2078853046595,14.5,11.0,0.0,22.4,71
2015-11-18,1,74,31.578397212543557,14.4,8.6,0.0,17.4,80
2015-11-19,1,80,35.68531468531469,16.0,12.0,0.0,21.6,86
2015-11-20,4,80,35.2404181184669,17.3,11.1,0.0,26.2,79
2015-11-21,1,74,33.142857142857146,19.0,16.2,0.0,39.9,63
2015-11-22,1,56,21.520833333333332,20.1,17.1,0.0,40.3,62
2015-11-23,1,65,26.374558303886925,19.4,17.0,0.0,28.9,65
2015-11-24,1,71,30.287719298245612,18.7,14.1,0.0,15.5,74
2015-11-25,1,78,32.73776223776224,18.6,14.8,0.0,21.2,68
2015-11-26,2,81,41.40780141843972,17.4,13.5,1.3,23.1,70
2015-11-27,1,74,33.93454545454545,15.6,11.5,1.4,15.2,88
2015-11-28,4,69,35.51398601398601,14.9,12.6,17.6,27.9,83
2015-11-29,1,53,20.461805555555557,12.3,8.7,12.6,23.0,76
2015-11-30,1,72,29.825783972125436,10.3,7.8,0.1,20.2,63
2015-12-01,1,76,32.57394366197183,13.8,10.3,0.0,29.5,71
2015-12-02,2,74,34.01052631578948,12.8,7.3,2.2,27.1,64
2015-12-03,1,78,34.79298245614035,10.7,5.7,0.4,13.8,62
2015-12-04,1,85,35.90322580645161,10.3,7.9,0.2,15.6,68
2015-12-05,1,72,31.027777777777775,10.1,5.8,0.0,13.2,67
2015-12-06,1,54,17.968641114982578,10.9,6.8,0.0,6.3,70
2015-12-07,1,71,29.833922261484098,11.5,6.3,0.0,10.2,81
2015-12-08,1,76,34.438596491228076,11.1,7.1,0.0,25.8,84
2015-12-09,1,74,32.78745644599303,11.2,9.5,0.0,26.4,77
2015-12-10,1,76,34.680701754385964,10.4,9.1,0.2,28.9,75
2015-12-11,2,83,43.07368421052632,9.3,7.7,0.2,23.2,72
2015-12-12,2,63,26.770833333333332,8.3,7.1,0.0,20.5,71
2015-12-13,1,49,15.465034965034963,10.5,5.6,0.0,10.4,70
2015-12-14,1,76,30.22456140350877,10.3,4.1,0.0,14.4,84
2015-12-15,1,80,34.986111111111114,10.8,7.9,0.0,24.6,77
2015-12-16,1,81,37.260416666666664,9.5,7.4,0.0,28.8,67
2015-12-17,2,72,39.701388888888886,9.0,7.5,1.0,32.0,76
2015-12-18,2,72,33.031468531468526,9.1,7.0,0.0,25.0,73
2015-12-19,1,69,28.16724738675958,10.3,6.5,0.0,17.1,79
2015-12-20,1,51,16.31597222222222,10.1,6.6,0.0,15.3,82
2015-12-21,1,69,27.675958188153313,9.9,5.3,0.0,9.0,87
2015-12-22,1,81,35.07394366197183,9.3,4.3,0.0,13.7,90
2015-12-23,1,74,33.885416666666664,10.4,4.7,0.0,6.7,89
2015-12-24,2,81,37.770034843205565,10.6,4.5,0.0,10.5,86
2015-12-25,2,78,34.38811188811189,10.2,7.0,0.0,10.5,86
2015-12-26,1,63,27.680555555555557,11.0,7.1,0.0,11.4,83
2015-12-27,1,47,16.07638888888889,11.6,4.3,0.0,10.4,81
2015-12-28,1,69,30.766550522648085,10.2,4.1,0.0,11.5,87
2015-12-29,1,90,41.738589211618255,11.2,5.0,1.6,28.8,90
2015-12-30,6,81,43.512727272727275,6.3,0.5,6.3,32.1,79
2015-12-31,31,72,46.6794425087108,1.0,-0.5,14.2,29.1,78
2016-01-01,8,54,24.180555555555557,0.6,-3.3,12.3,28.7,75
2016-01-02,11,31,19.873684210526317,0.9,-1.8,3.1,16.6,72
2016-01-03,2,42,14.5,2.6,-2.0,5.1,23.9,80
2016-01-04,4,62,27.428571428571427,5.1,2.7,11.4,23.8,89
2016-01-05,9,71,31.25185185185185,10.3,3.7,17.6,17.8,88
2016-01-06,8,74,40.89051094890511,15.3,5.7,4.6,18.8,85
2016-01-07,2,89,40.62152777777778,15.3,6.4,5.5,33.3,69
2016-01-08,6,76,35.857142857142854,9.3,4.9,0.0,18.5,71
2016-01-09,2,71,32.63194444444444,10.8,6.9,0.0,16.3,74
2016-01-10,1,49,20.791666666666664,13.4,9.1,1.5,22.8,69
2016-01-11,6,72,35.12543554006969,14.8,10.9,1.8,29.3,80
2016-01-12,2,76,40.28125,16.1,13.6,0.9,39.7,70
2016-01-13,8,76,38.232638888888886,13.6,7.4,24.8,34.6,90
2016-01-14,6,76,37.80427046263345,10.5,6.3,3.0,13.9,82
2016-01-15,2,76,34.152482269503544,10.7,5.1,0.0,22.8,77
2016-01-16,1,69,34.84375,14.2,10.9,0.0,26.2,64
2016-01-17,1,65,28.003472222222225,13.3,2.2,25.1,26.7,75
2016-01-18,5,60,22.36462093862816,2.2,0.3,17.0,29.1,82
2016-01-19,3,28,12.16724738675958,1.2,-1.8,2.8,28.9,74
2016-01-20,2,66,21.458333333333332,2.7,-5.1,0.0,13.2,77
2016-01-21,1,68,20.818815331010452,4.6,0.1,0.0,12.6,77
2016-01-22,1,90,26.62020905923345,2.7,0.7,1.7,26.9,81
2016-01-23,4,58,28.29268292682927,1.2,-0.4,4.3,31.3,75
2016-01-24,4,44,16.131944444444443,1.1,-0.3,3.3,25.2,69
2016-01-25,1,71,30.118055555555557,1.4,-1.5,1.0,19.4,66
2016-01-26,4,72,37.11805555555556,3.0,-5.8,4.8,22.9,76
2016-01-27,4,81,36.65090909090909,5.9,1.2,0.2,22.9,78
2016-01-28,2,89,41.215547703180206,10.1,5.8,0.0,27.0,70
2016-01-29,2,85,39.71875,10.8,7.7,0.2,19.9,79
2016-01-30,2,78,36.80701754385965,9.5,7.2,0.3,13.2,89
2016-01-31,1,63,27.735191637630663,11.0,6.5,0.0,21.1,85
2016-02-01,2,76,37.72822299651568,12.7,10.0,0.7,23.3,79
2016-02-02,2,89,40.87847222222222,11.4,5.0,0.1,17.8,86
2016-02-03,2,90,41.7536231884058,14.5,9.4,0.0,25.7,70
2016-02-04,4,83,40.90972222222222,14.4,12.5,0.0,31.9,64
2016-02-05,2,90,49.18571428571429,12.5,2.8,20.7,41.4,88
2016-02-06,13,63,34.35438596491228,5.0,2.4,14.7,38.0,75
2016-02-07,1,53,20.284722222222225,6.8,3.4,0.1,26.6,62
2016-02-08,1,67,30.313588850174217,8.7,2.1,0.0,15.7,71
2016-02-09,4,78,36.06597222222222,8.4,1.2,0.0,15.5,81
2016-02-10,4,76,35.22727272727273,13.1,6.5,0.0,28.6,65
2016-02-11,6,80,40.89583333333333,12.1,9.2,5.2,29.0,77
2016-02-12,6,89,40.822916666666664,13.7,9.3,8.1,24.0,84
2016-02-13,2,56,29.95486111111111,15.1,11.8,1.5,27.7,73
2016-02-14,2,54,23.65156794425087,16.8,13.1,0.6,35.1,73
2016-02-15,1,67,30.166064981949457,18.2,13.3,0.0,20.1,66
2016-02-16,2,80,36.3962962962963,17.6,13.0,0.0,18.9,61
2016-02-17,2,76,34.614035087719294,15.2,8.7,0.0,17.8,85
2016-02-18,4,76,37.846689895470384,11.9,7.8,0.0,20.7,90
2016-02-19,2,71,33.71180555555556,10.1,7.2,0.3,17.3,84
2016-02-20,2,58,28.71174377224199,9.1,6.1,0.2,20.1,81
2016-02-21,2,42,20.20701754385965,8.9,4.3,3.8,22.8,79
2016-02-22,1,71,31.294964028776977,10.6,3.8,0.0,16.1,81
2016-02-23,2,74,35.774647887323944,13.8,7.4,0.0,14.8,76
2016-02-24,2,83,39.68292682926829,13.8,10.8,1.6,23.2,76
2016-02-25,11,67,40.28076923076923,12.1,7.7,11.6,21.3,86
2016-02-26,4,72,36.45387453874538,14.2,6.4,0.3,10.7,88
2016-02-27,8,63,34.15734265734265,12.6,8.4,4.9,12.8,94
2016-02-28,1,44,18.73170731707317,13.1,7.7,0.0,15.6,93
2016-02-29,2,71,30.847222222222225,14.1,8.3,0.0,11.3,92
2016-03-01,1,72,34.05226480836237,15.4,8.2,0.0,11.1,91
2016-03-02,4,89,41.573426573426566,15.0,9.8,8.1,19.6,85
2016-03-03,9,74,41.861111111111114,11.0,9.0,13.9,18.9,91
2016-03-04,2,74,38.92682926829268,14.1,10.0,1.7,24.9,75
2016-03-05,8,56,30.254355400696863,10.9,7.7,4.4,16.7,81
2016-03-06,1,51,21.090592334494772,13.9,8.7,0.0,15.2,73
2016-03-07,1,72,31.659722222222225,14.9,8.8,0.0,11.5,72
2016-03-08,2,71,36.28819444444445,15.7,7.9,0.2,15.6,74
2016-03-09,4,71,36.44250871080139,16.2,9.1,0.1,17.3,75
2016-03-10,4,80,40.02430555555556,15.0,6.8,0.1,23.1,79
2016-03-11,6,80,40.61888111888112,14.7,10.0,0.0,20.5,68
2016-03-12,2,67,35.853658536585364,14.2,7.5,0.0,19.9,80
2016-03-13,1,51,20.19163763066202,11.6,8.4,0.9,29.0,89
2016-03-14,6,80,39.153310104529616,8.5,6.1,5.1,44.7,83
2016-03-15,6,90,38.467391304347835,7.7,5.6,1.0,31.7,72
2016-03-16,2,74,35.47038327526133,8.3,5.2,0.0,26.3,65
2016-03-17,4,71,36.23344947735192,7.7,4.3,0.0,17.6,66
2016-03-18,4,81,38.9612676056338,9.6,1.2,0.0,18.0,69
2016-03-19,4,60,27.805555555555557,11.1,7.3,2.5,19.2,84
2016-03-20,1,26,9.059027777777777,9.7,6.1,0.0,18.4,74
2016-03-21,1,67,23.77205882352941,14.0,6.7,0.0,22.4,73
2016-04-08,58,62,59.42857142857143,21.2,11.0,0.0,10.7,78
2016-04-09,31,31,31.0,20.7,11.4,0.1,11.8,75
2016-04-10,38,58,50.35802469135802,17.8,14.6,0.0,21.5,75
2016-04-11,2,67,35.9812030075188,17.2,12.7,0.0,16.9,72
2016-04-12,2,74,38.755102040816325,15.8,9.5,0.0,7.5,86
2016-04-13,4,90,36.79858657243816,17.6,9.3,0.0,15.5,84
2016-04-14,2,69,37.87456445993031,20.4,14.1,0.0,20.3,68
2016-04-15,2,74,38.41811846689896,18.7,12.9,0.5,14.0,67
2016-04-16,2,69,36.49650349650349,20.6,11.6,0.0,11.2,71
2016-04-17,1,58,26.55749128919861,20.0,12.0,0.0,15.5,72
2016-04-18,1,65,32.09122807017544,21.5,14.0,0.0,14.8,67
2016-04-19,2,67,37.11458333333333,20.8,14.6,0.0,13.3,73
2016-04-20,4,78,40.01766784452297,22.4,11.5,1.4,32.6,67
2016-04-21,8,72,39.31010452961672,15.2,10.4,1.5,18.8,61
2016-04-22,4,80,41.90492957746479,18.3,9.6,0.0,15.5,52
2016-04-23,1,53,25.847222222222225,17.7,10.6,0.0,13.0,69
2016-04-24,1,60,26.65853658536585,19.5,12.1,1.4,18.5,72
2016-04-25,2,69,32.49305555555556,18.7,13.9,5.8,24.6,73
2016-04-26,2,74,38.57491289198607,16.8,11.0,3.6,21.8,73
2016-04-27,2,69,38.846689895470384,15.7,10.3,0.0,11.3,63
2016-04-28,2,76,40.18531468531469,17.7,10.4,0.0,11.8,69
2016-04-29,2,76,38.30902777777778,18.9,9.9,0.0,15.3,63
2016-04-30,4,78,41.40625,17.1,11.8,0.0,22.8,72
2016-05-01,1,42,14.041811846689896,17.1,11.5,0.0,26.0,72
2016-05-02,1,58,29.58041958041958,17.1,11.9,0.6,19.4,81
2016-05-03,4,67,37.22996515679442,19.7,12.6,4.5,16.5,82
2016-05-04,4,65,36.729166666666664,16.7,11.8,4.8,19.9,84
2016-05-05,1,78,38.80419580419581,15.3,11.5,8.3,15.8,85
2016-05-06,4,83,42.25087108013937,15.9,11.5,0.9,15.1,84
2016-05-07,2,74,38.79094076655052,17.2,9.9,0.0,13.7,80
2016-05-08,1,76,34.14385964912281,18.8,11.6,0.0,16.1,80
2016-05-09,1,62,33.40282685512368,19.5,12.9,0.0,18.8,83
2016-05-10,2,67,37.49454545454546,17.9,13.2,0.0,14.8,80
2016-05-11,2,72,37.03819444444445,18.7,11.9,0.0,8.1,81
2016-05-12,2,72,40.48432055749129,22.1,14.4,0.2,15.3,73
2016-05-13,2,78,41.359712230215834,23.7,18.7,0.1,26.9,70
2016-05-14,2,72,38.93379790940767,23.8,19.0,0.0,26.0,63
2016-05-15,1,65,31.20141342756184,23.3,18.2,1.1,25.3,64
2016-05-16,1,63,35.03472222222222,22.0,17.5,0.0,19.7,70
2016-05-17,4,72,39.2962962962963,17.9,14.3,0.1,19.7,76
2016-05-18,2,81,42.04895104895105,18.4,13.2,0.0,16.8,66
2016-05-19,1,33,18.777777777777775,19.9,11.6,0.0,15.3,64
2016-05-20,1,62,28.70422535211268,22.3,12.9,0.0,17.7,59
2016-05-21,1,56,29.27177700348432,22.6,16.5,0.2,22.0,63
2016-05-22,1,47,21.603508771929825,18.4,15.7,7.2,31.5,79
2016-05-23,1,63,30.013937282229964,20.5,14.2,0.5,17.3,71
2016-05-24,4,71,38.635416666666664,23.0,16.5,0.0,17.4,67
2016-05-25,4,72,39.392361111111114,20.6,17.5,1.4,25.2,65
2016-05-26,6,67,38.21254355400697,19.1,15.4,7.5,25.6,72
2016-05-27,2,87,47.35069444444445,17.9,14.5,14.0,17.3,84
2016-05-28,2,74,40.167247386759584,20.5,14.8,0.0,11.8,79
2016-05-29,1,54,28.91289198606272,22.8,16.5,0.0,18.0,76
2016-05-30,2,72,41.51929824561404,25.0,17.2,0.0,16.9,71
2016-05-31,2,76,41.1219512195122,25.9,20.0,0.0,16.1,64
2016-06-01,4,71,38.892361111111114,24.3,19.0,0.0,10.4,79
2016-06-02,4,74,42.16376306620209,27.5,19.7,0.0,17.2,70
2016-06-03,2,90,43.95185185185185,24.9,17.8,0.0,23.9,79
2016-06-04,2,81,40.34722222222222,23.4,16.9,1.8,12.6,80
2016-06-05,1,45,21.07317073170732,23.3,17.4,0.1,13.4,75
2016-06-06,1,65,29.275261324041807,24.5,16.6,0.0,11.2,71
2016-06-07,1,72,35.73776223776224,20.1,17.1,2.4,32.2,78
2016-06-08,1,67,30.713286713286717,19.5,16.3,0.0,28.7,52
2016-06-09,1,65,29.961130742049473,20.3,16.0,0.0,22.0,55
2016-06-10,1,76,32.68402777777778,22.9,16.0,0.0,21.1,61
2016-06-11,1,49,23.239583333333332,23.9,14.3,0.0,11.8,63
2016-06-12,1,35,10.477351916376305,26.3,17.0,0.0,15.6,59
2016-06-13,1,60,28.76388888888889,27.8,19.7,0.0,15.9,50
2016-06-14,1,87,39.58536585365854,23.5,20.2,0.7,23.9,63
2016-06-15,2,72,33.86013986013986,25.5,18.9,2.2,21.0,71
2016-06-16,1,72,35.51578947368421,26.7,20.9,0.0,15.7,64
2016-06-17,1,78,36.167247386759584,28.8,20.0,0.0,13.2,62
2016-06-18,1,62,26.52482269503546,32.4,21.3,0.0,18.6,50
2016-06-19,1,47,15.052083333333332,31.4,20.9,0.0,21.7,66
2016-06-20,2,72,34.48780487804878,31.0,21.2,0.0,24.5,69
2016-06-21,1,69,35.19649122807017,31.1,22.7,0.0,28.5,68
2016-06-22,1,69,34.07317073170732,29.8,23.0,0.0,29.3,73
2016-06-23,1,72,34.1941391941392,30.1,22.8,0.0,28.6,75
2016-06-24,1,80,37.602787456445995,30.6,23.4,0.0,33.6,71
2016-06-25,2,54,27.76388888888889,28.9,22.9,0.0,34.0,72
2016-06-26,1,45,15.180555555555555,29.7,22.9,0.0,24.1,75
2016-06-27,4,65,34.21254355400697,27.2,23.0,0.0,15.5,78
2016-06-28,2,74,39.22996515679442,27.3,22.1,0.8,13.3,78
2016-06-29,2,74,38.10801393728223,25.4,21.5,3.8,15.5,77
2016-06-30,2,90,46.11721611721612,25.2,21.0,2.5,12.3,82
2016-07-01,9,71,33.276,28.3,22.6,0.0,12.6,75
2016-07-02,4,44,23.444055944055943,29.3,22.7,0.0,17.6,75
2016-07-03,1,29,8.91637630662021,27.5,22.9,0.0,22.1,79
2016-07-04,1,20,6.71326164874552,29.5,23.1,0.0,23.9,71
2016-07-05,1,47,19.72822299651568,25.8,22.4,1.7,28.1,78
2016-07-06,1,33,12.559027777777777,27.5,21.4,0.0,20.9,57
2016-07-07,1,18,7.423611111111111,27.0,21.7,0.7,25.0,71
2016-07-08,1,18,7.181184668989547,27.3,21.9,0.1,29.3,59
2016-07-09,1,17,7.5902777777777795,26.8,20.6,0.0,21.2,54
2016-07-10,1,15,6.222222222222222,26.9,19.9,0.0,26.0,61
2016-07-11,1,49,19.904929577464788,26.9,21.1,0.0,27.3,59
2016-07-12,1,58,27.540069686411147,27.9,21.8,0.0,29.3,63
2016-07-13,1,63,31.425087108013937,28.8,22.2,0.0,18.3,72
2016-07-14,1,65,33.03484320557491,28.1,21.6,0.0,13.9,74
2016-07-15,2,72,35.69847328244275,29.8,20.9,0.0,20.0,70
2016-07-16,8,42,22.57471264367816,32.3,22.3,0.0,20.0,68
2016-07-17,1,36,15.787456445993032,28.6,23.1,0.0,13.8,79
2016-07-18,2,69,37.95470383275261,27.2,23.5,0.4,24.5,62
2016-07-19,2,65,33.609756097560975,26.5,21.2,0.0,26.4,61
2016-07-20,2,65,33.59440559440559,24.6,21.3,0.4,29.2,62
2016-07-21,1,63,32.66202090592334,27.6,20.7,0.0,20.4,54
2016-07-22,1,76,35.79298245614035,29.0,20.4,0.0,17.1,55
2016-07-23,1,60,27.81184668989547,30.1,21.6,0.0,19.2,47
2016-07-24,1,31,14.133333333333333,30.7,21.6,0.0,21.7,58
2016-07-25,1,62,29.076655052264808,29.2,22.5,0.0,29.4,67
2016-07-26,2,63,30.7887323943662,28.8,22.8,0.0,32.3,68
2016-07-27,4,74,33.54964539007092,28.8,23.2,0.0,29.9,69
2016-07-28,4,65,34.94736842105263,29.5,23.3,0.0,28.8,70
2016-07-29,2,72,36.31228070175439,29.8,23.6,0.0,29.0,71
2016-07-30,2,60,30.377622377622377,29.7,23.0,0.3,22.7,74
2016-07-31,1,38,16.1859649122807,31.2,23.0,0.0,24.5,69
2016-08-01,4,65,32.908759124087595,31.3,23.7,0.0,20.0,71
2016-08-02,2,72,32.223404255319146,29.4,23.8,0.0,17.5,79
2016-08-03,1,90,34.63636363636364,29.5,24.2,0.3,24.2,76
2016-08-04,1,71,36.32508833922261,28.6,23.3,0.5,30.3,77
2016-08-05,4,78,37.324909747292416,30.4,24.3,0.0,30.9,74
2016-08-06,1,63,29.024475524475523,29.8,24.2,0.0,26.2,75
2016-08-07,1,38,12.585365853658535,31.3,24.0,0.0,22.3,75
2016-08-08,1,62,28.33217993079585,29.7,24.9,0.0,32.6,80
2016-08-09,1,62,29.48175182481752,30.7,24.9,0.0,32.1,74
2016-08-10,1,62,31.919732441471567,29.8,25.2,0.0,29.0,75
2016-08-11,2,71,34.99644128113879,32.3,24.5,0.0,24.5,72
2016-08-12,4,78,38.289198606271775,28.6,22.2,0.6,36.0,76
2016-08-13,6,63,31.08127208480565,21.8,20.6,10.8,39.9,79
2016-08-14,1,36,16.489583333333332,24.9,21.2,0.0,30.3,51
2016-08-15,1,62,31.472027972027966,26.1,20.4,0.0,33.9,57
2016-08-16,1,63,30.06382978723404,27.5,22.0,0.0,25.2,63
2016-08-17,1,90,41.86315789473684,28.7,21.6,0.0,20.9,66
2016-08-18,2,72,38.14946619217081,29.9,21.7,0.0,27.0,69
2016-08-19,1,69,35.647887323943664,29.3,22.9,0.0,29.0,74
2016-08-20,4,60,32.46478873239437,28.4,23.8,0.0,28.4,76
2016-08-21,1,40,19.235087719298242,28.6,24.0,0.5,21.9,80
2016-08-22,1,56,30.923344947735192,28.2,22.8,0.1,14.9,83
2016-08-23,2,67,35.01045296167248,27.8,23.9,0.4,20.6,81
2016-08-24,4,69,37.09963099630996,26.9,23.2,0.4,26.6,78
2016-08-25,9,72,42.059649122807016,25.2,22.2,2.4,32.6,80
2016-08-26,2,76,37.83450704225352,24.5,21.3,1.0,30.5,76
2016-08-27,2,53,26.390243902439025,25.1,20.4,0.9,27.6,76
2016-08-28,1,38,18.15625,26.3,21.0,0.2,20.6,73
2016-08-29,1,56,26.602836879432623,26.7,21.1,0.1,16.1,74
2016-08-30,1,36,15.871527777777777,26.4,21.2,0.3,12.8,78
2016-08-31,1,80,28.527272727272727,26.0,22.0,1.2,27.8,81
2016-09-01,1,65,31.689285714285717,26.1,21.4,0.0,27.7,58
2016-09-02,2,78,35.164912280701756,25.4,20.8,0.5,31.8,63
2016-09-03,1,58,28.35766423357664,24.9,21.4,0.0,28.6,59
2016-09-04,1,42,20.649122807017545,26.3,20.9,0.0,25.3,63
